year,reporting_org_ref,value_usd
2017,GB-COH-1102208,135594221554.732
2016,GB-COH-1102208,133984029308.116
2020,IE-CHY-20009090,9910171.13455576
2019,IE-CHY-20009090,15504162.2467447
2018,IE-CHY-20009090,13089505.2612422
2017,IE-CHY-20009090,14205254.3074418
2016,IE-CHY-20009090,3734466.2242046
2015,IE-CHY-20009090,630564.352640516
2020,NL-KVK-58183167,41433.3549772268
2019,NL-KVK-58183167,37497.3850442114
2018,NL-KVK-58183167,141271.618891998
2017,NL-KVK-58183167,684229.195310369
2016,NL-KVK-58183167,485348.923825842
2020,NL-KVK-41009723,14971573.1027659
2019,NL-KVK-41009723,23734327.1290589
2018,NL-KVK-41009723,19387848.1673984
2017,NL-KVK-41009723,31971021.0864875
2016,NL-KVK-41009723,30759116.4524613
2015,NL-KVK-41009723,26484425.504142
2014,NL-KVK-41009723,15050.6825880623
2020,NL-KVK-41210098,1898838.21630437
2019,NL-KVK-41210098,15357962.6657369
2018,NL-KVK-41210098,16365902.2756978
2017,NL-KVK-41210098,16427037.8320121
2016,NL-KVK-41210098,16096126.0745109
2015,NL-KVK-41210098,4335098.11067804
2019,BE-BCE_KBO-0433439550,409362.718164723
2018,BE-BCE_KBO-0433439550,373118.776475598
2017,BE-BCE_KBO-0433439550,407382.531379408
2020,GB-CHC-000391,1143910.60244275
2019,GB-CHC-000391,2041042.33555202
2018,GB-CHC-000391,1435598.38595576
2017,GB-CHC-000391,556956.587337222
2016,GB-CHC-000391,171475.364610677
2015,GB-CHC-000391,228469.483059827
2014,GB-CHC-000391,181625.331583822
2013,GB-CHC-000391,164246.373819954
2012,GB-CHC-000391,119059.187182811
2019,BE-BCE_KBO-0416867297,1677474.74472624
2018,BE-BCE_KBO-0416867297,1712934.56625333
2017,BE-BCE_KBO-0416867297,1212101.27638696
2019,BE-BCE_KBO-0445741823,232491.298898336
2018,BE-BCE_KBO-0445741823,225491.090054318
2017,BE-BCE_KBO-0445741823,208489.883745427
2020,CH-4,1270804993.54993
2019,CH-4,1477423347.82404
2018,CH-4,1564573347.02308
2017,CH-4,1477688037.06564
2016,CH-4,2147589912.325
2015,CH-4,2209481259.3824
2014,CH-4,1918537713.26922
2013,CH-4,1781339910.16535
2020,GB-CHC-1140288,27485.887763799
2019,GB-CHC-1140288,94169.981087537
2018,GB-CHC-1140288,13627.899366625
2019,KE-NCB-KE-NCB-KENCBOP218051200802235390,354840.672895968
2018,KE-NCB-KE-NCB-KENCBOP218051200802235390,165911.574707845
2020,GB-CHC-274467,4579411.68861871
2019,GB-CHC-274467,8860665.8690423
2018,GB-CHC-274467,3640774.21990752
2017,GB-CHC-274467,5492786.7999781
2016,GB-CHC-274467,2310248.62363525
2018,GB-COH-08327972,31678.9571831017
2017,GB-COH-08327972,403407.502698097
2016,GB-COH-08327972,243296.036650703
2015,GB-COH-08327972,17747.3525606318
2017,GB-CHC-1104458,144905.120013731
2016,GB-CHC-1104458,479461.353522565
2015,GB-CHC-1104458,539622.913186296
2014,GB-CHC-1104458,709120.508088666
2013,GB-CHC-1104458,110823.932384711
2020,GB-CHC-282305,33285.6537270495
2019,GB-CHC-282305,45534.0964620012
2015,GB-CHC-1120413,30687.1488680674
2014,GB-CHC-1120413,5021.54722108044
2016,KE-NGC-663,595970.126195804
2020,NL-KVK-27248417,962743.564248737
2019,NL-KVK-27248417,1430666.22753226
2018,NL-KVK-27248417,21333082.8663371
2017,NL-KVK-27248417,909269.022369922
2020,US-EIN-52-1818273,3803217
2019,US-EIN-52-1818273,466366
2018,US-EIN-52-1818273,92441
2020,XI-IATI-OFID,263589886.27203
2019,XI-IATI-OFID,546721599.332858
2018,XI-IATI-OFID,565863983.45
2017,XI-IATI-OFID,566191811.67
2016,XI-IATI-OFID,469963691.864359
2015,XI-IATI-OFID,434310024.913039
2014,XI-IATI-OFID,529661554.308746
2013,XI-IATI-OFID,463861731.394321
2012,XI-IATI-OFID,328959975.321979
2011,XI-IATI-OFID,328441155.517761
2010,XI-IATI-OFID,363540302.605321
2009,XI-IATI-OFID,355292010.116307
2008,XI-IATI-OFID,289846924.459944
2007,XI-IATI-OFID,305526659.79
2006,XI-IATI-OFID,236184509.98
2005,XI-IATI-OFID,174744885.67
2004,XI-IATI-OFID,222814761.71
2002,XI-IATI-OFID,191975699.37
2000,XI-IATI-OFID,151502065.71
1999,XI-IATI-OFID,141572028.52
1998,XI-IATI-OFID,129231735.47
1997,XI-IATI-OFID,95131919.52
1996,XI-IATI-OFID,92797074.02
1995,XI-IATI-OFID,107761717.56
1994,XI-IATI-OFID,122359953.49
1993,XI-IATI-OFID,62079816.86
1992,XI-IATI-OFID,88181183.71
1991,XI-IATI-OFID,80801272.08
1990,XI-IATI-OFID,89806375.74
1989,XI-IATI-OFID,65725105.47
1988,XI-IATI-OFID,82931049.22
1987,XI-IATI-OFID,75071730.47
1986,XI-IATI-OFID,110036548.39
1985,XI-IATI-OFID,94400566.48
1984,XI-IATI-OFID,106887829.83
1983,XI-IATI-OFID,209037345.61
1982,XI-IATI-OFID,267776094.42
1981,XI-IATI-OFID,259200183.27
1980,XI-IATI-OFID,150923194.24
2018,XI-GRID-grid.13001.33,18300.41
2018,GB-CHC-213280,12760.7640054211
2020,BJ-IFU-5201000673108,3199960153372.9
2018,BJ-IFU-5201000673108,908154505525.692
2020,GB-COH-SC100833,184456021054047
2019,GB-COH-SC100833,177647728496712
2018,GB-COH-SC100833,105489210789673
2017,GB-COH-SC100833,195317.539025934
2016,GB-COH-SC100833,85696.9209179377
2015,GB-COH-SC100833,902.242160616515
2020,JO-MSD-2013011100066,320386.81532906
2019,JO-MSD-2013011100066,956367.713813771
2018,JO-MSD-2013011100066,704719.008798541
2020,GB-COH-07676886,603575.555243291
2019,GB-COH-07676886,622720.500182821
2018,GB-COH-07676886,582187.87355157
2017,GB-COH-07676886,543862.458608435
2016,GB-COH-07676886,474674.923256463
2015,GB-COH-07676886,399309.549550075
2014,GB-COH-07676886,369183.603806959
2013,GB-COH-07676886,367016.694294218
2012,GB-COH-07676886,343539.380964135
2011,GB-COH-07676886,92457.7854657673
2020,GB-CHC-1105489,86673.62693277
2019,GB-CHC-1105489,70695.5704682978
2017,GB-CHC-1105489,64143.3093907595
2016,GB-CHC-1105489,114868.784785858
2015,GB-CHC-1105489,92703.6233009131
2014,GB-CHC-1105489,31993.6415352319
2020,GB-CHC-1178168,59033.8379363042
2019,GB-CHC-1178168,22849.9156821269
2020,XM-DAC-47059,139317400.853814
2019,XM-DAC-47059,200823574.838491
2018,XM-DAC-47059,75369398.8537975
2017,XM-DAC-47059,77077558.2501911
2016,XM-DAC-47059,57365497.0391946
2015,XM-DAC-47059,28222260.8085262
2014,XM-DAC-47059,23553314.631533
2013,XM-DAC-47059,15078734.8445837
2012,XM-DAC-47059,2293001.53292413
2019,GB-CHC-228248,3257758.18959401
2018,GB-CHC-228248,12919706.1717782
2017,GB-CHC-228248,13248967.8164782
2016,GB-CHC-228248,10063114.3558996
2015,GB-CHC-228248,4036122.9440066
2014,GB-CHC-228248,2568452.37105108
2013,GB-CHC-228248,2912471.49932368
2012,GB-CHC-228248,1916586.3051926
2011,GB-CHC-228248,560261.503866405
2019,GB-COH-01846493,609543.240460556
2018,GB-COH-01846493,621835.643054415
2017,GB-COH-01846493,27819.9073688014
2020,GB-CHC-1046001,99963.4661714982
2019,GB-CHC-1046001,126273.270909677
2018,GB-CHC-1046001,191625.902608979
2017,GB-CHC-1046001,88141.9816067064
2016,GB-CHC-1046001,212667.06357324
2015,GB-CHC-1046001,131057.955675626
2014,GB-CHC-1046001,51562.5936230181
2020,NL-KVK-41048542,312524.531650477
2019,NL-KVK-41048542,37299382.9079565
2018,NL-KVK-41048542,17304263.5511287
2017,NL-KVK-41048542,29494334.4511593
2016,NL-KVK-41048542,21488728.0843879
2015,NL-KVK-41048542,19766068.3835004
2014,NL-KVK-41048542,17729578.046796
2013,NL-KVK-41048542,16315013.4251043
2012,NL-KVK-41048542,15151309.3777278
2011,NL-KVK-41048542,9923161.78293226
2019,GB-COH-SC301345,725822.000688777
2018,GB-COH-SC301345,701916.530560959
2017,GB-COH-SC301345,886496.199979233
2016,GB-COH-SC301345,730994.126960783
2015,GB-COH-SC301345,217434.575804574
2014,GB-COH-SC301345,239579.456880064
2019,BE-BCE_KBO-0416486821,696037.908155702
2018,BE-BCE_KBO-0416486821,635112.749578572
2017,BE-BCE_KBO-0416486821,650602.815051619
2020,GB-CHC-1083008,7320097.63161686
2019,GB-CHC-1083008,18642285.7731738
2018,GB-CHC-1083008,9623566.18668844
2017,GB-CHC-1083008,6924476.8701487
2020,GB-COH-NI21482,8600.61545633997
2019,GB-COH-NI21482,304728.050907106
2018,GB-COH-NI21482,439795.68451321
2017,GB-COH-NI21482,1339520.31044411
2016,GB-COH-NI21482,95061.4733461774
2018,NL-KVK-24316726,413363
2017,NL-KVK-24316726,1197245
2016,NL-KVK-24316726,598271
2020,NL-KVK-40409352,66813500.2490623
2019,NL-KVK-40409352,46970500.6786376
2018,NL-KVK-40409352,53546452.273776
2017,NL-KVK-40409352,43901148.3922581
2016,NL-KVK-40409352,32821081.400729
2015,NL-KVK-40409352,47714942.1110388
2014,NL-KVK-40409352,18493533.7554228
2013,NL-KVK-40409352,13700414.8159463
2012,NL-KVK-40409352,8240289.31351983
2011,NL-KVK-40409352,11615456.8304716
2018,NL-KVK-30204842,216507.188101475
2017,NL-KVK-30204842,286188.05615832
2016,NL-KVK-30204842,422744.790127053
2015,NL-KVK-30204842,71003.0516534478
2019,BE-BCE_KBO-0461634084,2096753.41422903
2018,BE-BCE_KBO-0461634084,2505073.33853444
2017,BE-BCE_KBO-0461634084,1518985.33350296
2019,US-EIN-45-4613016,13446075467.6941
2018,US-EIN-45-4613016,38973080960.0981
2020,DE-CR-RA000217-HRB121747B,62943.0877870437
2019,DE-CR-RA000217-HRB121747B,49889.6982744352
2019,GB-CHC-1154230,3139928.25340863
2018,GB-CHC-1154230,3411590.09102975
2016,GB-CHC-1154230,1826076.95022188
2020,NL-KVK-41208024,73058.7398286937
2019,NL-KVK-41208024,299890.548582799
2018,NL-KVK-41208024,248057.392604011
2020,US-EIN-13-5563422,6904149.64
2019,US-EIN-13-5563422,12483354.78
2018,US-EIN-13-5563422,10934040.56
2017,US-EIN-13-5563422,5849043.192357
2016,US-EIN-13-5563422,8269740.74763506
2015,US-EIN-13-5563422,1632705.14
2014,US-EIN-13-5563422,924450.376423957
2013,US-EIN-13-5563422,239204.122045244
2020,NL-KVK-41146461,129730.620567669
2019,NL-KVK-41146461,518898.714223119
2018,NL-KVK-41146461,982234.326821862
2020,US-EIN-47-3594688,1621527.18487525
2018,XI-IATI-IKI,3593614700.34267
2017,XI-IATI-IKI,21447097185.3786
2016,XI-IATI-IKI,17857323354.4003
2015,XI-IATI-IKI,14401818208.4511
2014,XI-IATI-IKI,11745158470.6998
2013,XI-IATI-IKI,12827662775.2244
2012,XI-IATI-IKI,7905617198.88986
2011,XI-IATI-IKI,6144982860.69173
2010,XI-IATI-IKI,4719236962.74655
2009,XI-IATI-IKI,3718729540.57992
2008,XI-IATI-IKI,2780416809.366
2020,NL-KVK-70048436,12860.3062552455
2019,NL-KVK-70048436,93293.8289516951
2018,NL-KVK-70048436,227596.083023918
2015,GB-CHC-1020488,330645.87358214
2014,GB-CHC-1020488,121561.033954786
2013,GB-CHC-1020488,151463.939106153
2012,GB-CHC-1020488,102539.926914758
2020,GB-CHC-1081769,28342.9372993022
2016,GB-CHC-1152010,10934.9210347671
2015,GB-CHC-1152010,20949.2380317339
2014,GB-CHC-1152010,33894.3595093951
2013,GB-CHC-1152010,45539.1596170506
2015,KE-NGCB-149,842051317.315826
2014,KE-NGCB-149,8609315.74101969
2013,KE-NGCB-149,5569465.37283919
2012,GB-COH-06587734,19372.8579375737
2011,GB-COH-06587734,14194.3396286702
2021,PE-SUNARP-12623829,1267760
2020,PE-SUNARP-12623829,1309497
2019,PE-SUNARP-12623829,2750809
2018,PE-SUNARP-12623829,4173849
2017,PE-SUNARP-12623829,4418337
2020,US-EIN-521257057,1e+05
2019,US-EIN-521257057,928745.96
2018,US-EIN-521257057,1484346.34
2017,US-EIN-521257057,825574.22
2020,GB-CHC-207544,38227052.2052862
2019,GB-CHC-207544,53316791.2107136
2018,GB-CHC-207544,36696228.816884
2017,GB-CHC-207544,37527882.7443662
2016,GB-CHC-207544,34040143.058957
2015,GB-CHC-207544,25372562.1387897
2014,GB-CHC-207544,18043152.7384909
2013,GB-CHC-207544,14601716.4376027
2012,GB-CHC-207544,9791087.84634393
2020,DK-CVR-12921047,118317906.787584
2019,DK-CVR-12921047,201466560.172987
2018,DK-CVR-12921047,182167706.270992
2019,BE-BCE_KBO-0435563751,5237973.47167594
2018,BE-BCE_KBO-0435563751,4409260.47296468
2017,BE-BCE_KBO-0435563751,4916175.84986706
2017,GB-CHC-327421,6000.47158147812
2016,GB-CHC-327421,402829.229449888
2015,GB-CHC-327421,627699.480363808
2014,GB-CHC-327421,615098.522030387
2013,GB-CHC-327421,853182.650152513
2012,GB-CHC-327421,613161.593352472
2011,GB-CHC-327421,219358.101724517
2020,KE-NCB-2180511304359047,15804336.9125769
2019,KE-NCB-2180511304359047,37252184.33
2020,NL-KVK-41155305,64198.3001884027
2019,NL-KVK-41155305,7222761.63414486
2018,NL-KVK-41155305,4663762.84625267
2017,NL-KVK-41155305,4178088.60360144
2016,NL-KVK-41155305,1485331.12673069
2016,GB-CHC-1094478,1379940480.37649
2015,GB-CHC-1094478,1933402782.93253
2014,GB-CHC-1094478,1344061835.6516
2013,GB-CHC-1094478,460695998.178534
2018,GB-COH-04354941,78624.6846231135
2017,GB-COH-04354941,70680.1413954079
2016,GB-COH-04354941,101005.448797462
2019,GB-GOV-12,5541041.17793117
2018,GB-GOV-12,4142078.11450424
2017,GB-GOV-12,2106863.31303048
2016,GB-GOV-12,149089.319858846
2019,FR-INSEE-83764263600018,30148.1226563194
2020,IN-MCA-U74140WB1983PTC036093,942393.001019033
2019,IN-MCA-U74140WB1983PTC036093,1361365.76424739
2018,IN-MCA-U74140WB1983PTC036093,5395249.48591529
2017,IN-MCA-U74140WB1983PTC036093,14048451.5509238
2020,GB-CHC-218186,1570150.69028195
2019,GB-CHC-218186,2383135.88274827
2018,GB-CHC-218186,1354978.8236109
2017,GB-CHC-218186,620529.733805318
2016,GB-CHC-218186,961886.784523254
2015,GB-CHC-218186,665232.503609908
2014,GB-CHC-218186,523900.983930416
2013,GB-CHC-218186,318439.792294021
2020,AU-ACNC-19242959685,4880086.97072862
2019,AU-ACNC-19242959685,10221292.977425
2018,AU-ACNC-19242959685,12705275.510657
2017,AU-ACNC-19242959685,10433403.3332951
2016,AU-ACNC-19242959685,8113705.49735468
2018,GB-CHC-1113868,105017.180935434
2017,GB-CHC-1113868,807255.454678115
2016,GB-CHC-1113868,1145607.21642696
2015,GB-CHC-1113868,1365366435.47922
2020,NL-KVK-41118168,-253022499496.132
2019,NL-KVK-41118168,6991201820192.7
2018,NL-KVK-41118168,1214294179.62132
2016,GB-CHC-1120932,10430.9821877099
2015,GB-CHC-1120932,60243.3882670647
2014,GB-CHC-1120932,48810.3367458896
2013,GB-CHC-1120932,37260.3386924048
2018,XI-IATI-DGF,228045711086883
2020,YE-MSAL-80/295,43137.4892289134
2019,YE-MSAL-80/295,593013.257715356
2018,YE-MSAL-80/295,668374.12392649
2019,KE-NCB-218/051/93132/90,176492769.941394
2018,KE-NCB-218/051/93132/90,136722245.190829
2017,KE-NCB-218/051/93132/90,31050403.0622592
2020,RW-RGB-61-RGB-NGO-2017,585250.645858965
2019,RW-RGB-61-RGB-NGO-2017,1779139.12287627
2018,RW-RGB-61-RGB-NGO-2017,1258940.15456789
2017,RW-RGB-61-RGB-NGO-2017,943329.917496054
2016,RW-RGB-61-RGB-NGO-2017,1118112.29723115
2020,XM-DAC-30010,208474542
2019,XM-DAC-30010,215407708
2018,XM-DAC-30010,178318990
2017,XM-DAC-30010,168125022
2016,XM-DAC-30010,142298904
2015,XM-DAC-30010,133304390
2014,XM-DAC-30010,133486805
2013,XM-DAC-30010,121016952
2012,XM-DAC-30010,141264162
2011,XM-DAC-30010,107334186
2010,XM-DAC-30010,259614036
2009,XM-DAC-30010,340398456
2008,XM-DAC-30010,197408334
2007,XM-DAC-30010,151539333
2018,GB-CHC-1077889,1903805328.09818
2016,GB-CHC-1077889,202599.738781488
2015,GB-CHC-1077889,250674.339741216
2014,GB-CHC-1077889,258358.006222401
2013,GB-CHC-1077889,94765.483184622
2013,GB-COH-2082273,29156.5941309296
2012,GB-COH-2082273,56300.1531104651
2011,GB-COH-2082273,23061.5903892268
2015,GB-CHC-1147083,24451.7225588361
2014,GB-CHC-1147083,38245.7839841456
2013,GB-CHC-1147083,50084.1900761704
2012,GB-CHC-1147083,10292.1472465658
2015,GB-CHC-1127206,8373.5045801263
2014,GB-CHC-1127206,24379.8483458602
2013,GB-CHC-1127206,15768.9608043482
2015,mz-moj-64vq1,6603.3828504478
2020,GB-CHC-1174874,2188705.25281848
2019,GB-CHC-1174874,1551314.54589786
2015,IN-ITA-1886,39733.9010999038
2014,IN-ITA-1886,105894.281622284
2013,IN-ITA-1886,43018.7963973909
2020,GB-CHC-1106349,302948.915330197
2019,GB-CHC-1106349,463004.608512756
2018,GB-CHC-1106349,251758.783977868
2020,NL-KVK-41177385,4578436.89887285
2019,NL-KVK-41177385,5044992.61059173
2018,NL-KVK-41177385,1818516.50409483
2017,NL-KVK-41177385,3427364.08451971
2016,NL-KVK-41177385,3431584.05246934
2020,GB-CHC-1058991,1079846431988.79
2019,GB-CHC-1058991,1788455267842.51
2018,GB-CHC-1058991,2641506936892.12
2017,GB-CHC-1058991,160675.996786903
2015,GB-CHC-1058991,317048.73810901
2014,GB-CHC-1058991,309261.489503817
2013,GB-CHC-1058991,388526.59110385
2017,MW-NBM-00139,134737.19773854
2016,MW-NBM-00139,187325215.528634
2015,MW-NBM-00139,452977091.197282
2014,MW-NBM-00139,196038776.868538
2013,MW-NBM-00139,52620832.6222386
2016,SK-ZRSR-31784828,41984.0202473585
2015,SK-ZRSR-31784828,181860.309754484
2014,SK-ZRSR-31784828,22645.6332890632
2013,SK-ZRSR-31784828,85281.4593738154
2012,SK-ZRSR-31784828,50153.1503498029
2020,ID-DJP-312529852906000,98200
2019,ID-DJP-312529852906000,62000
2016,XM-DAC-44101,102909958.86
2015,XM-DAC-44101,467667866.87
2014,XM-DAC-44101,652149032.55
2013,XM-DAC-44101,386197059
2012,XM-DAC-44101,405985774.23
2011,XM-DAC-44101,385088319.37
2010,XM-DAC-44101,242516680.76
2009,XM-DAC-44101,221852852.76
2008,XM-DAC-44101,216405278.2
2007,XM-DAC-44101,124991903.46
2006,XM-DAC-44101,52546250.83
2005,XM-DAC-44101,58888176.08
2004,XM-DAC-44101,15230000
2020,MZ-MOJ-100717344,154610.494411219
2019,MZ-MOJ-100717344,671077.432875105
2018,MZ-MOJ-100717344,805322.117435989
2014,GB-CHC-1000717,64339.0483118026
2013,GB-CHC-1000717,86617.6690873028
2020,US-EIN-273166994,145787.337759485
2018,DK-CVR-33985339,6812538.74704153
2017,DK-CVR-33985339,6842993.35831179
2016,DK-CVR-33985339,4483681.79165867
2015,DK-CVR-33985339,3536773.60244223
2014,DK-CVR-33985339,645432.996028261
2013,DK-CVR-33985339,505468.619027662
2012,DK-CVR-33985339,521322.638919881
2011,DK-CVR-33985339,429497.184617576
2010,DK-CVR-33985339,168722.433578161
2020,CH-FDJP-f7f0b51e-7432-4c0c-a6c0-7df1101d7983,127834.71223643
2019,MW-NBM-R1527,161238.568122798
2018,MW-NBM-R1527,626076.820099602
2017,MW-NBM-R1527,442255.003827177
2016,MW-NBM-R1527,92136.4652503234
2019,BE-BCE_KBO-0408908151,2060017.2577197
2018,BE-BCE_KBO-0408908151,1810559.31420588
2017,BE-BCE_KBO-0408908151,1626982.03838311
2020,GB-COH-OC305127,101725.211185143
2018,GB-COH-OC305127,144612.187619813
2019,BE-BCE_KBO-0461076236,216835.850359634
2018,BE-BCE_KBO-0461076236,199353.364871745
2017,BE-BCE_KBO-0461076236,161449.427643987
2020,GB-CHC-1161729,56498.3886726658
2019,GB-CHC-1161729,92345.2137402626
2018,GB-CHC-1161729,71631.1931300285
2019,GB-COH-06069322,1792500.43661552
2018,GB-COH-06069322,143185.914609854
2020,GB-CHC-1150964,1107.59259581184
2019,GB-CHC-1150964,1648.5795657992
2018,GB-CHC-1150964,4822.88693493574
2017,GB-CHC-1150964,2708.60189266591
2019,NL-KVK-41193594,19741825.7078641
2018,NL-KVK-41193594,32790827.2082562
2017,NL-KVK-41193594,30310029.1502814
2016,NL-KVK-41193594,21115112.6755018
2019,US-EIN-13-1687001,25000
2018,US-EIN-13-1687001,41330
2017,US-EIN-13-1687001,8822
2020,JO-CCD-200104681,63325.9639160739
2019,JO-CCD-200104681,9303.35471525376
2020,NL-KVK-41213450,328650.989998939
2019,NL-KVK-41213450,127871919.738215
2018,NL-KVK-41213450,104526563.841397
2017,NL-KVK-41213450,78025000.0019762
2016,NL-KVK-41213450,891234.461401249
2019,BE-BCE_KBO-0418282311,1025962.21692564
2018,BE-BCE_KBO-0418282311,1000858.60689176
2017,BE-BCE_KBO-0418282311,914358.218756479
2020,US-EIN-13-2626135,143232.848846315
2019,US-EIN-13-2626135,550869.420683026
2020,NL-KVK-41236410,2191391.87085583
2019,NL-KVK-41236410,4337224.40356484
2018,NL-KVK-41236410,6275999.89194525
2017,NL-KVK-41236410,4341421.52820464
2016,NL-KVK-41236410,4333068.8515129
2019,XM-DAC-41111,65949839.82
2018,XM-DAC-41111,46374895.36
2017,XM-DAC-41111,56864998.21
2016,XM-DAC-41111,59975269.34
2020,NL-KVK-41211943,90727.3692561607
2019,NL-KVK-41211943,230651.522596875
2018,NL-KVK-41211943,225279.949877525
2017,NL-KVK-41211943,214306.001925037
2016,NL-KVK-41211943,23669.8487053662
2019,ZA-PBO-930040668,96634.519452346
2018,ZA-PBO-930040668,207598.02675025
2017,ZA-PBO-930040668,328687.306761933
2016,ZA-PBO-930040668,161910.886579571
2019,BE-BCE_KBO-0432552989,3787139.85500201
2018,BE-BCE_KBO-0432552989,3281733.53031613
2017,BE-BCE_KBO-0432552989,3259914.79369421
2020,ZA-NPO-048-364,17109056.1631704
2019,ZA-NPO-048-364,864176.223951995
2020,GB-CHC-298316,80567.1197305531
2019,GB-CHC-298316,230709.232173449
2018,GB-CHC-298316,76158.4870049274
2016,KE-KROS-270901,4527784.92572296
2015,KE-KROS-270901,3049643.92334236
2014,KE-KROS-270901,1721868.10038038
2013,KE-KROS-270901,670946.965852378
2020,NL-KVK-40407706,2128231.95448865
2019,NL-KVK-40407706,5768625.51089065
2020,GB-CHC-1166956,122245.96878707
2020,NL-KVK-50744984,232870.151063297
2019,NL-KVK-50744984,188197.894648316
2020,GB-CHC-1158838,195076.815718933
2020,NL-KVK-27378529,7761137.89639936
2019,NL-KVK-27378529,9707834.68814332
2018,NL-KVK-27378529,4037177.75268651
2017,NL-KVK-27378529,7880375.94479296
2016,NL-KVK-27378529,11702110.9546731
2015,NL-KVK-27378529,10328441.4187673
2014,NL-KVK-27378529,12485527.0265072
2013,NL-KVK-27378529,3096837.60476444
2012,NL-KVK-27378529,758919.054786846
2019,NL-KVK-40535338,1952901.71956295
2018,NL-KVK-40535338,2014648.51278572
2017,NL-KVK-40535338,1607404.81867988
2016,NL-KVK-40535338,1688980.5660673
2015,ciks,25954.8487190184
2019,PK-VSWA-32-2004,2559433316.40728
2018,XM-DAC-30011,6391597.2428286
2017,XM-DAC-30011,7299881.65065076
2016,XM-DAC-30011,5698610.28349558
2015,XM-DAC-30011,4117606.69533122
2014,XM-DAC-30011,2291431.0549284
2020,NL-KVK-41223308,1554694.24822033
2019,NL-KVK-41223308,2105665.52318104
2018,NL-KVK-41223308,1956605.72608737
2017,NL-KVK-41223308,2328243.10251307
2016,NL-KVK-41223308,2174015.91613295
2020,GB-CHC-1128536,1133542.74076256
2019,GB-CHC-1128536,1587017.66020884
2018,GB-CHC-1128536,962335.169330042
2017,GB-CHC-1128536,505746.910792839
2016,GB-CHC-1128536,453812.080784535
2015,GB-CHC-1128536,522658.224108796
2014,GB-CHC-1128536,252051.652128596
2013,GB-CHC-1128536,37403.4911707473
2013,GB-COH-2100867,28730.2178557914
2012,GB-COH-2100867,71172.8470407156
2019,MZ-NUIT-500004037,46429213.4133597
2018,MZ-NUIT-500004037,31461646.1753569
2020,DK-CVR-40781218,9538174.34472034
2019,DK-CVR-40781218,23938141.3448568
2018,DK-CVR-40781218,23396358.71815
2020,CH-FDJP-258577051,909415.820859255
2019,CH-FDJP-258577051,1372493.96305126
2019,KE-NCB-93175,335889.288673984
2018,KE-NCB-93175,358814.72776868
2017,KE-NCB-93175,335320.90293439
2016,KE-NCB-93175,116535.576274066
2018,GB-CHC-1113101,947034.393661305
2017,GB-CHC-1113101,158577.470230748
2019,US-EIN-22-3900800,22360.5486773183
2018,US-EIN-22-3900800,17415.9223722898
2012,GB-CHC-1090745,2221.59995298235
2011,GB-CHC-1090745,9128.67618053073
2020,GB-CHC-1016676,83232.0308078696
2019,GB-CHC-1016676,85560.4416686663
2020,NO-BRC-971277882,206487821473.708
2019,NO-BRC-971277882,252505916604.009
2018,NO-BRC-971277882,121562920105.703
2017,NO-BRC-971277882,85154195166.0189
2016,NO-BRC-971277882,48780247885.1644
2015,NO-BRC-971277882,15296442325.8412
2014,NO-BRC-971277882,9084005783.87613
2013,NO-BRC-971277882,7244502596.08598
2012,NO-BRC-971277882,4994175708.38214
2011,NO-BRC-971277882,3071059779.93584
2010,NO-BRC-971277882,2463800512.92505
2009,NO-BRC-971277882,1964994062.01741
2008,NO-BRC-971277882,477819607.116919
2007,NO-BRC-971277882,452891998.899455
2005,NO-BRC-971277882,2612655.19760816
2016,US-EIN-54-0536100,535208.675331698
2015,US-EIN-54-0536100,340657.553037343
2014,US-EIN-54-0536100,146809.99367293
2013,US-EIN-54-0536100,43400.246548666
2020,BE-BCE_KBO-0417299047,211142624294.669
2019,BE-BCE_KBO-0417299047,141438162241.444
2018,BE-BCE_KBO-0417299047,921146560911.722
2017,BE-BCE_KBO-0417299047,676178216035.996
2020,GB-CHC-1141028,152266.194960201
2019,GB-CHC-1141028,89942.687962303
2018,GB-CHC-1141028,151441.446605589
2017,GB-CHC-1141028,221699.500061718
2016,GB-CHC-1141028,212780.005969249
2015,GB-CHC-1141028,119371.886799229
2014,GB-CHC-1141028,21750.2586024662
2017,GB-COH-04276635,21097.4488683144
2016,GB-COH-04276635,63793.342233053
2015,GB-COH-04276635,50434.6777967513
2014,GB-COH-04276635,34617.7038167939
2020,US-EIN-13-5660870,60244366.6339875
2019,US-EIN-13-5660870,88779413.6655866
2018,US-EIN-13-5660870,67110347.6677122
2017,US-EIN-13-5660870,42572300.828238
2016,US-EIN-13-5660870,59657597.8315954
2015,US-EIN-13-5660870,29477965.11
2014,US-EIN-13-5660870,6758051.04
2013,US-EIN-13-5660870,676374.49
2020,ZA-NPO-006-981,670166.763578451
2019,ZA-NPO-006-981,1196801.87834163
2018,ZA-NPO-006-981,515461.847549127
2020,XM-DAC-918-3,739153475.112183
2020,GB-COH-04930461,176446.646623908
2019,GB-COH-04930461,263703.749354875
2018,GB-COH-04930461,18839.732418674
2020,US-EIN-33-1112770,2539213
2019,US-EIN-33-1112770,3909939
2018,US-EIN-33-1112770,401723.582856492
2017,GB-CHC-1094272,16802.582781473
2016,GB-CHC-1094272,66053.2822396499
2015,GB-CHC-1094272,57269.096886931
2014,GB-CHC-1094272,27322.8148044627
2019,GB-CHC-1125217,27294.8714212277
2018,GB-CHC-1125217,37620.9451222586
